departing_port,arriving_port,airline,month,year_month,year,sectors_scheduled,sectors_flown,arrivals_on_time,arrivals_delayed,cancellations,cancellations_pct,delay_rate,is_high_delay
Melbourne,Sydney,Jetstar,2020-01-01,2020-01,2020,460.0,437.0,252.0,185.0,23.0,5.0,0.4233409610983982,1
Sydney,Melbourne,Jetstar,2020-01-01,2020-01,2020,462.0,440.0,280.0,160.0,22.0,4.761904761904762,0.36363636363636365,1
Melbourne,Sydney,Qantas,2020-01-01,2020-01,2020,916.0,847.0,565.0,282.0,69.0,7.532751091703056,0.33293978748524206,1
Sydney,Melbourne,Qantas,2020-01-01,2020-01,2020,914.0,847.0,576.0,271.0,67.0,7.330415754923414,0.31995277449822906,1
Melbourne,Sydney,Tigerair Australia,2020-01-01,2020-01,2020,267.0,242.0,142.0,100.0,25.0,9.363295880149813,0.4132231404958678,1
Sydney,Melbourne,Tigerair Australia,2020-01-01,2020-01,2020,268.0,243.0,143.0,100.0,25.0,9.328358208955224,0.411522633744856,1
Melbourne,Sydney,Virgin Australia,2020-01-01,2020-01,2020,694.0,659.0,443.0,216.0,35.0,5.043227665706052,0.3277693474962064,1
Sydney,Melbourne,Virgin Australia,2020-01-01,2020-01,2020,694.0,661.0,432.0,229.0,33.0,4.755043227665706,0.3464447806354009,1
Melbourne,Sydney,Jetstar,2020-02-01,2020-02,2020,395.0,356.0,208.0,148.0,39.0,9.873417721518987,0.4157303370786517,1
Sydney,Melbourne,Jetstar,2020-02-01,2020-02,2020,393.0,353.0,236.0,117.0,40.0,10.178117048346055,0.3314447592067989,1
Melbourne,Sydney,Qantas,2020-02-01,2020-02,2020,1052.0,938.0,657.0,281.0,114.0,10.836501901140684,0.2995735607675906,1
Sydney,Melbourne,Qantas,2020-02-01,2020-02,2020,1051.0,936.0,676.0,260.0,115.0,10.94196003805899,0.2777777777777778,1
Melbourne,Sydney,Tigerair Australia,2020-02-01,2020-02,2020,213.0,198.0,117.0,81.0,15.0,7.042253521126761,0.4090909090909091,1
Sydney,Melbourne,Tigerair Australia,2020-02-01,2020-02,2020,212.0,197.0,124.0,73.0,15.0,7.0754716981132075,0.37055837563451777,1
Melbourne,Sydney,Virgin Australia,2020-02-01,2020-02,2020,675.0,619.0,451.0,168.0,56.0,8.296296296296296,0.27140549273021003,1
Sydney,Melbourne,Virgin Australia,2020-02-01,2020-02,2020,672.0,619.0,459.0,160.0,53.0,7.886904761904762,0.25848142164781907,1
Melbourne,Sydney,Jetstar,2020-03-01,2020-03,2020,425.0,279.0,211.0,68.0,146.0,34.35294117647059,0.24372759856630824,0
Sydney,Melbourne,Jetstar,2020-03-01,2020-03,2020,425.0,279.0,217.0,62.0,146.0,34.35294117647059,0.2222222222222222,0
Melbourne,Sydney,Qantas,2020-03-01,2020-03,2020,995.0,749.0,603.0,146.0,246.0,24.723618090452263,0.19492656875834447,0
Sydney,Melbourne,Qantas,2020-03-01,2020-03,2020,997.0,751.0,633.0,118.0,246.0,24.674022066198596,0.15712383488681758,0
Melbourne,Sydney,Virgin Australia,2020-03-01,2020-03,2020,715.0,480.0,373.0,107.0,235.0,32.86713286713287,0.22291666666666668,0
Sydney,Melbourne,Virgin Australia,2020-03-01,2020-03,2020,714.0,483.0,379.0,104.0,231.0,32.35294117647059,0.2153209109730849,0
Melbourne,Sydney,Jetstar,2021-01-01,2021-01,2021,61.0,39.0,34.0,5.0,22.0,36.0655737704918,0.1282051282051282,0
Sydney,Melbourne,Jetstar,2021-01-01,2021-01,2021,60.0,39.0,30.0,9.0,21.0,35.0,0.23076923076923078,0
Melbourne,Sydney,Qantas,2021-01-01,2021-01,2021,128.0,104.0,87.0,17.0,24.0,18.75,0.16346153846153846,0
Sydney,Melbourne,Qantas,2021-01-01,2021-01,2021,130.0,106.0,89.0,17.0,24.0,18.461538461538463,0.16037735849056603,0
Melbourne,Sydney,Virgin Australia,2021-01-01,2021-01,2021,68.0,61.0,55.0,6.0,7.0,10.294117647058822,0.09836065573770492,0
Sydney,Melbourne,Virgin Australia,2021-01-01,2021-01,2021,67.0,61.0,57.0,4.0,6.0,8.955223880597014,0.06557377049180328,0
Melbourne,Sydney,Jetstar,2021-02-01,2021-02,2021,167.0,136.0,119.0,17.0,31.0,18.562874251497004,0.125,0
Sydney,Melbourne,Jetstar,2021-02-01,2021-02,2021,167.0,136.0,115.0,21.0,31.0,18.562874251497004,0.15441176470588236,0
Melbourne,Sydney,Qantas,2021-02-01,2021-02,2021,391.0,274.0,254.0,20.0,117.0,29.923273657289002,0.072992700729927,0
Sydney,Melbourne,Qantas,2021-02-01,2021-02,2021,391.0,276.0,248.0,28.0,115.0,29.411764705882355,0.10144927536231885,0
Melbourne,Sydney,Virgin Australia,2021-02-01,2021-02,2021,203.0,146.0,140.0,6.0,57.0,28.078817733990146,0.0410958904109589,0
Sydney,Melbourne,Virgin Australia,2021-02-01,2021-02,2021,203.0,146.0,133.0,13.0,57.0,28.078817733990146,0.08904109589041095,0
Melbourne,Sydney,Jetstar,2021-03-01,2021-03,2021,314.0,288.0,262.0,26.0,26.0,8.280254777070063,0.09027777777777778,0
Sydney,Melbourne,Jetstar,2021-03-01,2021-03,2021,314.0,286.0,254.0,32.0,28.0,8.9171974522293,0.11188811188811189,0
Melbourne,Sydney,Qantas,2021-03-01,2021-03,2021,598.0,581.0,528.0,53.0,17.0,2.842809364548495,0.09122203098106713,0
Sydney,Melbourne,Qantas,2021-03-01,2021-03,2021,598.0,581.0,531.0,50.0,17.0,2.842809364548495,0.08605851979345955,0
Melbourne,Sydney,Regional Express,2021-03-01,2021-03,2021,180.0,157.0,145.0,12.0,23.0,12.777777777777777,0.07643312101910828,0
Sydney,Melbourne,Regional Express,2021-03-01,2021-03,2021,180.0,158.0,143.0,15.0,22.0,12.222222222222221,0.0949367088607595,0
Melbourne,Sydney,Virgin Australia,2021-03-01,2021-03,2021,371.0,367.0,329.0,38.0,4.0,1.078167115902965,0.10354223433242507,0
Sydney,Melbourne,Virgin Australia,2021-03-01,2021-03,2021,371.0,368.0,327.0,41.0,3.0,0.8086253369272237,0.11141304347826086,0
Melbourne,Sydney,Jetstar,2021-04-01,2021-04,2021,447.0,396.0,353.0,43.0,51.0,11.409395973154362,0.10858585858585859,0
Sydney,Melbourne,Jetstar,2021-04-01,2021-04,2021,447.0,395.0,353.0,42.0,52.0,11.6331096196868,0.10632911392405063,0
Melbourne,Sydney,Qantas,2021-04-01,2021-04,2021,652.0,620.0,570.0,50.0,32.0,4.9079754601226995,0.08064516129032258,0
Sydney,Melbourne,Qantas,2021-04-01,2021-04,2021,650.0,617.0,570.0,47.0,33.0,5.076923076923077,0.07617504051863858,0
Melbourne,Sydney,Regional Express,2021-04-01,2021-04,2021,185.0,175.0,164.0,11.0,10.0,5.405405405405405,0.06285714285714286,0
Sydney,Melbourne,Regional Express,2021-04-01,2021-04,2021,185.0,176.0,159.0,17.0,9.0,4.864864864864865,0.09659090909090909,0
Melbourne,Sydney,Virgin Australia,2021-04-01,2021-04,2021,457.0,448.0,370.0,78.0,9.0,1.9693654266958425,0.17410714285714285,0
Sydney,Melbourne,Virgin Australia,2021-04-01,2021-04,2021,457.0,448.0,374.0,74.0,9.0,1.9693654266958425,0.16517857142857142,0
Melbourne,Sydney,Jetstar,2021-05-01,2021-05,2021,332.0,257.0,224.0,33.0,75.0,22.590361445783135,0.12840466926070038,0
Sydney,Melbourne,Jetstar,2021-05-01,2021-05,2021,331.0,257.0,233.0,24.0,74.0,22.356495468277945,0.0933852140077821,0
Melbourne,Sydney,Qantas,2021-05-01,2021-05,2021,805.0,679.0,619.0,60.0,126.0,15.65217391304348,0.08836524300441827,0
Sydney,Melbourne,Qantas,2021-05-01,2021-05,2021,806.0,680.0,627.0,53.0,126.0,15.632754342431761,0.07794117647058824,0
Melbourne,Sydney,Regional Express,2021-05-01,2021-05,2021,162.0,148.0,128.0,20.0,14.0,8.641975308641975,0.13513513513513514,0
Sydney,Melbourne,Regional Express,2021-05-01,2021-05,2021,151.0,139.0,121.0,18.0,12.0,7.9470198675496695,0.12949640287769784,0
Melbourne,Sydney,Virgin Australia,2021-05-01,2021-05,2021,574.0,505.0,409.0,96.0,69.0,12.020905923344948,0.1900990099009901,0
Sydney,Melbourne,Virgin Australia,2021-05-01,2021-05,2021,574.0,509.0,422.0,87.0,65.0,11.32404181184669,0.17092337917485265,0
Melbourne,Sydney,Jetstar,2021-06-01,2021-06,2021,300.0,61.0,54.0,7.0,239.0,79.66666666666666,0.11475409836065574,0
Sydney,Melbourne,Jetstar,2021-06-01,2021-06,2021,300.0,62.0,56.0,6.0,238.0,79.33333333333333,0.0967741935483871,0
Melbourne,Sydney,Qantas,2021-06-01,2021-06,2021,678.0,184.0,174.0,10.0,494.0,72.86135693215338,0.05434782608695652,0
Sydney,Melbourne,Qantas,2021-06-01,2021-06,2021,675.0,181.0,174.0,7.0,494.0,73.18518518518519,0.03867403314917127,0
Melbourne,Sydney,Regional Express,2021-06-01,2021-06,2021,148.0,54.0,52.0,2.0,94.0,63.51351351351351,0.037037037037037035,0
Sydney,Melbourne,Regional Express,2021-06-01,2021-06,2021,147.0,54.0,52.0,2.0,93.0,63.26530612244898,0.037037037037037035,0
Melbourne,Sydney,Virgin Australia,2021-06-01,2021-06,2021,555.0,176.0,167.0,9.0,379.0,68.28828828828829,0.05113636363636364,0
Sydney,Melbourne,Virgin Australia,2021-06-01,2021-06,2021,558.0,182.0,160.0,22.0,376.0,67.38351254480287,0.12087912087912088,0
Melbourne,Sydney,Jetstar,2021-07-01,2021-07,2021,140.0,16.0,14.0,2.0,124.0,88.57142857142857,0.125,0
Sydney,Melbourne,Jetstar,2021-07-01,2021-07,2021,140.0,16.0,12.0,4.0,124.0,88.57142857142857,0.25,0
Melbourne,Sydney,Qantas,2021-07-01,2021-07,2021,286.0,83.0,78.0,5.0,203.0,70.97902097902097,0.060240963855421686,0
Sydney,Melbourne,Qantas,2021-07-01,2021-07,2021,270.0,67.0,61.0,6.0,203.0,75.18518518518519,0.08955223880597014,0
Melbourne,Sydney,Rex Airlines,2021-07-01,2021-07,2021,59.0,9.0,9.0,0.0,50.0,84.7457627118644,0.0,0
Sydney,Melbourne,Rex Airlines,2021-07-01,2021-07,2021,59.0,9.0,9.0,0.0,50.0,84.7457627118644,0.0,0
Melbourne,Sydney,Virgin Australia,2021-07-01,2021-07,2021,197.0,49.0,48.0,1.0,148.0,75.1269035532995,0.02040816326530612,0
Sydney,Melbourne,Virgin Australia,2021-07-01,2021-07,2021,196.0,47.0,47.0,0.0,149.0,76.0204081632653,0.0,0
Melbourne,Sydney,Jetstar,2021-08-01,2021-08,2021,18.0,1.0,1.0,0.0,17.0,94.44444444444444,0.0,0
Sydney,Melbourne,Jetstar,2021-08-01,2021-08,2021,18.0,1.0,1.0,0.0,17.0,94.44444444444444,0.0,0
Melbourne,Sydney,Qantas,2021-08-01,2021-08,2021,56.0,46.0,39.0,7.0,10.0,17.857142857142858,0.15217391304347827,0
Sydney,Melbourne,Qantas,2021-08-01,2021-08,2021,46.0,36.0,30.0,6.0,10.0,21.73913043478261,0.16666666666666666,0
Melbourne,Sydney,Virgin Australia,2021-08-01,2021-08,2021,21.0,21.0,21.0,0.0,0.0,0.0,0.0,0
Sydney,Melbourne,Virgin Australia,2021-08-01,2021-08,2021,22.0,22.0,22.0,0.0,0.0,0.0,0.0,0
Melbourne,Sydney,Jetstar,2021-09-01,2021-09,2021,14.0,10.0,10.0,0.0,4.0,28.57142857142857,0.0,0
Sydney,Melbourne,Jetstar,2021-09-01,2021-09,2021,14.0,10.0,9.0,1.0,4.0,28.57142857142857,0.1,0
Melbourne,Sydney,Qantas,2021-09-01,2021-09,2021,43.0,43.0,41.0,2.0,0.0,0.0,0.046511627906976744,0
Sydney,Melbourne,Qantas,2021-09-01,2021-09,2021,30.0,30.0,30.0,0.0,0.0,0.0,0.0,0
Melbourne,Sydney,Virgin Australia,2021-09-01,2021-09,2021,26.0,26.0,24.0,2.0,0.0,0.0,0.07692307692307693,0
Sydney,Melbourne,Virgin Australia,2021-09-01,2021-09,2021,26.0,26.0,23.0,3.0,0.0,0.0,0.11538461538461539,0
Melbourne,Sydney,Jetstar,2021-10-01,2021-10,2021,14.0,12.0,11.0,1.0,2.0,14.285714285714285,0.08333333333333333,0
Sydney,Melbourne,Jetstar,2021-10-01,2021-10,2021,15.0,13.0,12.0,1.0,2.0,13.333333333333334,0.07692307692307693,0
Melbourne,Sydney,Qantas,2021-10-01,2021-10,2021,62.0,62.0,58.0,4.0,0.0,0.0,0.06451612903225806,0
Sydney,Melbourne,Qantas,2021-10-01,2021-10,2021,46.0,46.0,44.0,2.0,0.0,0.0,0.043478260869565216,0
Melbourne,Sydney,Virgin Australia,2021-10-01,2021-10,2021,33.0,33.0,32.0,1.0,0.0,0.0,0.030303030303030304,0
Sydney,Melbourne,Virgin Australia,2021-10-01,2021-10,2021,33.0,33.0,29.0,4.0,0.0,0.0,0.12121212121212122,0
Melbourne,Sydney,Jetstar,2021-11-01,2021-11,2021,192.0,186.0,156.0,30.0,6.0,3.125,0.16129032258064516,0
Sydney,Melbourne,Jetstar,2021-11-01,2021-11,2021,193.0,186.0,168.0,18.0,7.0,3.6269430051813467,0.0967741935483871,0
Melbourne,Sydney,Qantas,2021-11-01,2021-11,2021,375.0,372.0,356.0,16.0,3.0,0.8,0.043010752688172046,0
Sydney,Melbourne,Qantas,2021-11-01,2021-11,2021,357.0,354.0,342.0,12.0,3.0,0.8403361344537815,0.03389830508474576,0
Melbourne,Sydney,Rex Airlines,2021-11-01,2021-11,2021,49.0,49.0,46.0,3.0,0.0,0.0,0.061224489795918366,0
Sydney,Melbourne,Rex Airlines,2021-11-01,2021-11,2021,49.0,49.0,47.0,2.0,0.0,0.0,0.04081632653061224,0
Melbourne,Sydney,Virgin Australia,2021-11-01,2021-11,2021,253.0,250.0,233.0,17.0,3.0,1.185770750988142,0.068,0
Sydney,Melbourne,Virgin Australia,2021-11-01,2021-11,2021,252.0,249.0,226.0,23.0,3.0,1.1904761904761905,0.09236947791164658,0
Melbourne,Sydney,Jetstar,2021-12-01,2021-12,2021,339.0,275.0,208.0,67.0,64.0,18.87905604719764,0.24363636363636362,0
Sydney,Melbourne,Jetstar,2021-12-01,2021-12,2021,340.0,275.0,217.0,58.0,65.0,19.11764705882353,0.2109090909090909,0
Melbourne,Sydney,Qantas,2021-12-01,2021-12,2021,688.0,632.0,589.0,43.0,56.0,8.13953488372093,0.0680379746835443,0
Sydney,Melbourne,Qantas,2021-12-01,2021-12,2021,669.0,621.0,581.0,40.0,48.0,7.174887892376682,0.0644122383252818,0
Melbourne,Sydney,Rex Airlines,2021-12-01,2021-12,2021,114.0,113.0,109.0,4.0,1.0,0.8771929824561403,0.035398230088495575,0
Sydney,Melbourne,Rex Airlines,2021-12-01,2021-12,2021,111.0,110.0,104.0,6.0,1.0,0.9009009009009009,0.05454545454545454,0
Melbourne,Sydney,Virgin Australia,2021-12-01,2021-12,2021,702.0,626.0,521.0,105.0,76.0,10.826210826210826,0.16773162939297126,0
Sydney,Melbourne,Virgin Australia,2021-12-01,2021-12,2021,701.0,626.0,520.0,106.0,75.0,10.699001426533524,0.16932907348242812,0
Melbourne,Sydney,Jetstar,2022-01-01,2022-01,2022,362.0,240.0,199.0,41.0,122.0,33.70165745856354,0.17083333333333334,0
Sydney,Melbourne,Jetstar,2022-01-01,2022-01,2022,364.0,243.0,208.0,35.0,121.0,33.24175824175824,0.1440329218106996,0
Melbourne,Sydney,Qantas,2022-01-01,2022-01,2022,630.0,500.0,467.0,33.0,130.0,20.634920634920633,0.066,0
Sydney,Melbourne,Qantas,2022-01-01,2022-01,2022,616.0,488.0,467.0,21.0,128.0,20.77922077922078,0.0430327868852459,0
Melbourne,Sydney,Rex Airlines,2022-01-01,2022-01,2022,61.0,51.0,49.0,2.0,10.0,16.39344262295082,0.0392156862745098,0
Sydney,Melbourne,Rex Airlines,2022-01-01,2022-01,2022,61.0,50.0,46.0,4.0,11.0,18.0327868852459,0.08,0
Melbourne,Sydney,Virgin Australia,2022-01-01,2022-01,2022,577.0,441.0,356.0,85.0,136.0,23.570190641247834,0.1927437641723356,0
Sydney,Melbourne,Virgin Australia,2022-01-01,2022-01,2022,576.0,440.0,374.0,66.0,136.0,23.61111111111111,0.15,0
Melbourne,Sydney,Jetstar,2022-02-01,2022-02,2022,185.0,180.0,144.0,36.0,5.0,2.7027027027027026,0.2,0
Sydney,Melbourne,Jetstar,2022-02-01,2022-02,2022,185.0,180.0,151.0,29.0,5.0,2.7027027027027026,0.16111111111111112,0
Melbourne,Sydney,Qantas,2022-02-01,2022-02,2022,661.0,601.0,564.0,37.0,60.0,9.07715582450832,0.06156405990016639,0
Sydney,Melbourne,Qantas,2022-02-01,2022-02,2022,643.0,586.0,555.0,31.0,57.0,8.864696734059098,0.052901023890784986,0
Melbourne,Sydney,Rex Airlines,2022-02-01,2022-02,2022,66.0,66.0,63.0,3.0,0.0,0.0,0.045454545454545456,0
Sydney,Melbourne,Rex Airlines,2022-02-01,2022-02,2022,66.0,66.0,62.0,4.0,0.0,0.0,0.06060606060606061,0
Melbourne,Sydney,Virgin Australia,2022-02-01,2022-02,2022,388.0,382.0,320.0,62.0,6.0,1.5463917525773196,0.16230366492146597,0
Sydney,Melbourne,Virgin Australia,2022-02-01,2022-02,2022,387.0,380.0,310.0,70.0,7.0,1.8087855297157622,0.18421052631578946,0
Melbourne,Sydney,Jetstar,2022-03-01,2022-03,2022,271.0,264.0,183.0,81.0,7.0,2.5830258302583027,0.3068181818181818,1
Sydney,Melbourne,Jetstar,2022-03-01,2022-03,2022,272.0,263.0,216.0,47.0,9.0,3.308823529411765,0.17870722433460076,0
Melbourne,Sydney,Qantas,2022-03-01,2022-03,2022,811.0,779.0,644.0,135.0,32.0,3.945745992601726,0.17329910141206675,0
Sydney,Melbourne,Qantas,2022-03-01,2022-03,2022,793.0,759.0,702.0,57.0,34.0,4.287515762925599,0.07509881422924901,0
Melbourne,Sydney,Rex Airlines,2022-03-01,2022-03,2022,118.0,113.0,89.0,24.0,5.0,4.23728813559322,0.21238938053097345,0
Sydney,Melbourne,Rex Airlines,2022-03-01,2022-03,2022,115.0,114.0,90.0,24.0,1.0,0.8695652173913043,0.21052631578947367,0
Melbourne,Sydney,Virgin Australia,2022-03-01,2022-03,2022,626.0,619.0,438.0,181.0,7.0,1.1182108626198082,0.2924071082390953,1
Sydney,Melbourne,Virgin Australia,2022-03-01,2022-03,2022,626.0,618.0,449.0,169.0,8.0,1.2779552715654952,0.27346278317152106,1
Melbourne,Sydney,Jetstar,2022-04-01,2022-04,2022,450.0,402.0,206.0,196.0,48.0,10.666666666666668,0.48756218905472637,1
Sydney,Melbourne,Jetstar,2022-04-01,2022-04,2022,451.0,403.0,236.0,167.0,48.0,10.643015521064301,0.4143920595533499,1
Melbourne,Sydney,Qantas,2022-04-01,2022-04,2022,881.0,740.0,348.0,392.0,141.0,16.00454029511918,0.5297297297297298,1
Sydney,Melbourne,Qantas,2022-04-01,2022-04,2022,861.0,730.0,411.0,319.0,131.0,15.21486643437863,0.436986301369863,1
Melbourne,Sydney,QantasLink,2022-04-01,2022-04,2022,30.0,25.0,8.0,17.0,5.0,16.666666666666664,0.68,1
Sydney,Melbourne,QantasLink,2022-04-01,2022-04,2022,31.0,23.0,6.0,17.0,8.0,25.806451612903224,0.7391304347826086,1
Melbourne,Sydney,Rex Airlines,2022-04-01,2022-04,2022,112.0,105.0,74.0,31.0,7.0,6.25,0.29523809523809524,1
Sydney,Melbourne,Rex Airlines,2022-04-01,2022-04,2022,114.0,104.0,78.0,26.0,10.0,8.771929824561402,0.25,0
Melbourne,Sydney,Virgin Australia,2022-04-01,2022-04,2022,691.0,647.0,351.0,296.0,44.0,6.367583212735166,0.4574961360123648,1
Sydney,Melbourne,Virgin Australia,2022-04-01,2022-04,2022,692.0,651.0,363.0,288.0,41.0,5.924855491329479,0.4423963133640553,1
Melbourne,Sydney,Jetstar,2022-05-01,2022-05,2022,409.0,348.0,216.0,132.0,61.0,14.91442542787286,0.3793103448275862,1
Sydney,Melbourne,Jetstar,2022-05-01,2022-05,2022,409.0,347.0,218.0,129.0,62.0,15.158924205378973,0.37175792507204614,1
Melbourne,Sydney,Qantas,2022-05-01,2022-05,2022,983.0,772.0,433.0,339.0,211.0,21.46490335707019,0.43911917098445596,1
Sydney,Melbourne,Qantas,2022-05-01,2022-05,2022,972.0,756.0,473.0,283.0,216.0,22.22222222222222,0.37433862433862436,1
Melbourne,Sydney,QantasLink,2022-05-01,2022-05,2022,39.0,30.0,14.0,16.0,9.0,23.076923076923077,0.5333333333333333,1
Sydney,Melbourne,QantasLink,2022-05-01,2022-05,2022,39.0,32.0,10.0,22.0,7.0,17.94871794871795,0.6875,1
Melbourne,Sydney,Rex Airlines,2022-05-01,2022-05,2022,112.0,111.0,100.0,11.0,1.0,0.8928571428571428,0.0990990990990991,0
Sydney,Melbourne,Rex Airlines,2022-05-01,2022-05,2022,110.0,109.0,97.0,12.0,1.0,0.9090909090909091,0.11009174311926606,0
Melbourne,Sydney,Virgin Australia,2022-05-01,2022-05,2022,857.0,750.0,471.0,279.0,107.0,12.485414235705951,0.372,1
Sydney,Melbourne,Virgin Australia,2022-05-01,2022-05,2022,857.0,750.0,447.0,303.0,107.0,12.485414235705951,0.404,1
Melbourne,Sydney,Jetstar,2022-06-01,2022-06,2022,372.0,341.0,196.0,145.0,31.0,8.333333333333332,0.4252199413489736,1
Sydney,Melbourne,Jetstar,2022-06-01,2022-06,2022,374.0,342.0,214.0,128.0,32.0,8.55614973262032,0.3742690058479532,1
Melbourne,Sydney,Qantas,2022-06-01,2022-06,2022,891.0,702.0,403.0,299.0,189.0,21.21212121212121,0.42592592592592593,1
Sydney,Melbourne,Qantas,2022-06-01,2022-06,2022,896.0,698.0,389.0,309.0,198.0,22.098214285714285,0.44269340974212035,1
Melbourne,Sydney,QantasLink,2022-06-01,2022-06,2022,60.0,33.0,14.0,19.0,27.0,45.0,0.5757575757575758,1
Sydney,Melbourne,QantasLink,2022-06-01,2022-06,2022,60.0,35.0,8.0,27.0,25.0,41.66666666666667,0.7714285714285715,1
Melbourne,Sydney,Rex Airlines,2022-06-01,2022-06,2022,112.0,110.0,96.0,14.0,2.0,1.7857142857142856,0.12727272727272726,0
